Total Changes,Modified English,Modified Indonesian,Deleted,Added,Unique Files Affected,Unique Reasons
123108,7015,116093,0,"Empty DataFrame
Columns: [log_id, id, filename, class_id, type, original_en, original_id, corrected_en, corrected_id, reason, reference, timestamp]
Index: []",11788,2
